,Şəhər,Qiymət,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Yerlərin sayı,Vəziyyəti,Hansı bazar üçün yığılıb,Sahiblər,Qəzalı
128,Bakı,22 600 AZN,Kia,Optima,2011,Sedan,Qara,2.0 L/165 a.g./Benzin,166 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2,
129,Bakı,24 700 USD,Toyota,Prado,2010,Offroader / SUV,Qara,2.7 L/163 a.g./Benzin,235 000 km,Avtomat,Tam,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",Avropa,2,
130,Bakı,23 000 AZN,Hyundai,Santa Fe,2008,Offroader / SUV,Qara,2.2 L/150 a.g./Dizel,350 000 km,Avtomat,Tam,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",Avropa,3,
131,Şirvan,33 000 AZN,Hyundai,Santa Fe,2014,Offroader / SUV,Ağ,2.4 L/175 a.g./Benzin,177 000 km,Avtomat,Tam,Xeyr,7,"Vuruğu yoxdur, rənglənib",,1,
132,Quba,13 800 AZN,Changan,Eado,2014,Hetçbek,Ağ,1.6 L/125 a.g./Benzin,304 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,,
133,Bakı,27 600 AZN,Hyundai,Elantra,2017,Sedan,Boz,2.0 L/150 a.g./Benzin,25 750 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Amerika,2,
134,Bakı,6 700 AZN,Mercedes,E 230,1991,Sedan,Bej,2.3 L/150 a.g./Benzin,270 000 km,Avtomat,Arxa,Xeyr,4,"Vuruğu yoxdur, rənglənməyib",,2,
135,Bakı,16 000 AZN,Kia,Ceed,2011,Universal,Yaş Asfalt,1.6 L/115 a.g./Dizel,115 000 km,Mexaniki,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,,
136,Goranboy,9 200 AZN,Mitsubishi,Airtrek,2003,Offroader / SUV,Gümüşü,2.4 L/160 a.g./Benzin,190 000 km,Avtomat,Tam,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Yaponiya,2,
137,Bakı,21 200 AZN,Ford,Transit,2007,Furqon,Gümüşü,2.4 L/125 a.g./Dizel,225 000 km,Mexaniki,Arxa,Xeyr,3,"Vuruğu yoxdur, rənglənməyib",Avropa,1,
138,Bakı,29 400 AZN,BMW,328,2012,Sedan,Qara,2.0 L/245 a.g./Benzin,210 000 km,Avtomat,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,,
139,Bakı,79 500 USD,Porsche,Panamera 4S,2018,Liftbek,Yaş Asfalt,2.9 L/330 a.g./Benzin,41 000 km,Avtomat,Tam,Xeyr,4,"Vuruğu yoxdur, rənglənməyib",,1,
140,Sumqayıt,4 700 AZN,LADA (VAZ),2104,2001,Universal,Bənövşəyi,1.6 L/75 a.g./Benzin,236 541 km,Mexaniki,Arxa,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,,
141,Bakı,55 500 USD,Land Rover,RR Sport,2016,Offroader / SUV,Boz,3.0 L/340 a.g./Benzin,105 000 km,Avtomat,Tam,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Amerika,2,
142,Bakı,21 200 USD,BMW,328,2014,Sedan,Yaş Asfalt,2.0 L/245 a.g./Benzin,162 000 km,Avtomat,Arxa,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Amerika,,
143,Bakı,28 500 AZN,Toyota,Avalon,2012,Sedan,Yaşıl,3.5 L/283 a.g./Benzin,102 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənib",Amerika,2,
144,Bakı,77 000 AZN,Geely,Monjaro,2022,Offroader / SUV,Qara,2.0 L/238 a.g./Benzin,0 km,Avtomat,Tam,Bəli,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
145,Bakı,47 500 AZN,GAZ,Biznes 330273,2023,Yük maşını,Ağ,2.7 L/106 a.g./Benzin,0 km,Mexaniki,Tam,Bəli,,"Vuruğu yoxdur, rənglənməyib",,,
146,Bakı,79 000 USD,Hongqi,H9,2022,Sedan,Bej,2.0 L/252 a.g./Benzin,0 km,Avtomat,Arxa,Bəli,,"Vuruğu yoxdur, rənglənməyib",,,
147,Bakı,68 600 AZN,Kia,Sorento,2020,Offroader / SUV,Ağ,1.6 L/230 a.g./Hibrid,38 451 km,Avtomat,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Koreya,,
148,Bakı,21 500 AZN,Chevrolet,Cruze,2017,Sedan,Ağ,1.4 L/153 a.g./Benzin,51 173 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Avropa,,
149,Bakı,43 800 USD,BMW,M3,2014,Sedan,Boz,3.0 L/450 a.g./Benzin,95 000 km,Mexaniki,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
150,Gəncə,42 500 AZN,Toyota,Prado,2010,Offroader / SUV,Ağ,2.7 L/167 a.g./Benzin,147 000 km,Avtomat,Tam,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",,2,
151,Masallı,24 444 AZN,Hyundai,Sonata,2015,Sedan,Göy,1.6 L/180 a.g./Benzin,122 634 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,1,
152,Bakı,27 000 AZN,Volkswagen,Polo,2021,Sedan,Gümüşü,1.6 L/110 a.g./Benzin,44 315 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Avropa,1,
153,Bakı,16 500 AZN,Hyundai,i30,2008,Hetçbek,Gümüşü,1.6 L/115 a.g./Dizel,260 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Avropa,,
154,Bakı,11 200 AZN,Chevrolet,Aveo,2012,Hetçbek,Qara,1.3 L/95 a.g./Dizel,129 500 km,Mexaniki,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Avropa,2,
155,Bakı,23 900 AZN,Toyota,Prius,2013,Liftbek,Yaş Asfalt,1.8 L/99 a.g./Hibrid,115 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,2,
156,Bakı,6 800 AZN,Mercedes,E 200,1992,Sedan,Yaş Asfalt,2.0 L/136 a.g./Benzin,360 000 km,Avtomat,Arxa,Xeyr,4,"Vuruğu yoxdur, rənglənməyib",,2,
157,Bakı,7 800 AZN,Mitsubishi,Pajero,1994,Offroader / SUV,Yaş Asfalt,3.0 L/177 a.g./Benzin,295 000 km,Avtomat,Tam,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Avropa,,
158,Hacıqabul,4 500 AZN,Volkswagen,Jetta,2001,Sedan,Qara,1.8 L/150 a.g./Benzin,240 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənib",,,
159,Bakı,16 700 AZN,BMW,530,2001,Sedan,Qara,3.0 L/231 a.g./Benzin,350 000 km,Avtomat,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Digər,,
160,Bakı,26 290 AZN,LADA (VAZ),Granta,2022,Sedan,Boz,1.6 L/87 a.g./Benzin,18 900 km,Mexaniki,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Rusiya,1,
161,Gəncə,9 500 AZN,Mercedes,C 180,1997,Sedan,Göy,1.8 L/122 a.g./Benzin,728 555 km,Mexaniki,Arxa,Xeyr,4,"Vuruğu yoxdur, rənglənib",Avropa,3,
162,Bakı,15 900 AZN,Changan,CS 35,2014,Offroader / SUV,Ağ,1.6 L/124 a.g./Benzin,106 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,1,
163,Bakı,89 500 USD,Lexus,RX 350,2023,Offroader / SUV,Qara,2.5 L/241 a.g./Hibrid,0 km,Avtomat,Tam,Bəli,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
164,Ağstafa,6 000 AZN,Opel,Omega,1999,Sedan,Gümüşü,2.5 L/170 a.g./Benzin,295 000 km,Avtomat,Arxa,Xeyr,4,"Vuruğu yoxdur, rənglənməyib",Avropa,2,
165,Dəliməmmədli,10 950 AZN,Mercedes,C 180,1997,Sedan,Tünd qırmızı,1.8 L/122 a.g./Benzin,223 000 km,Avtomat,Arxa,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Avropa,2,
166,Sumqayıt,10 500 AZN,LADA (VAZ),Niva,2015,Offroader / SUV,Göy,1.7 L/80 a.g./Benzin,21 000 km,Mexaniki,Tam,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,,
167,Bakı,358 000 USD,Land Rover,Range Rover,2023,Offroader / SUV,Qara,4.4 L/530 a.g./Benzin,0 km,Avtomat,Tam,Bəli,,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
168,Sumqayıt,8 000 AZN,LADA (VAZ),2107,2010,Sedan,Ağ,1.6 L/75 a.g./Benzin,196 000 km,Mexaniki,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,1,
169,Masallı,20 300 AZN,Mercedes,E 320,2000,Sedan,Ağ,3.2 L/224 a.g./Benzin,320 000 km,Avtomat,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Avropa,,
170,Sumqayıt,21 500 AZN,LADA (VAZ),Priora,2014,Sedan,Qara,1.6 L/106 a.g./Benzin,140 000 km,Mexaniki,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Rusiya,2,
171,Quba,22 800 AZN,Mercedes,Sprinter 315,2008,Furqon,Ağ,2.2 L/150 a.g./Dizel,290 000 km,Mexaniki,Arxa,Xeyr,3,"Vuruğu yoxdur, rənglənməyib",,,
172,Bakı,20 400 AZN,Toyota,Prius,2009,Liftbek,Gümüşü,1.8 L/99 a.g./Hibrid,200 000 km,Avtomat,Ön,Xeyr,4,"Vuruğu yoxdur, rənglənməyib",Amerika,2,
173,Bakı,5 699 AZN,BMW,320,1993,Kupe,Sarı,2.0 L/150 a.g./Benzin,410 000 km,Mexaniki,Arxa,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,,
174,Bakı,63 000 AZN,Mercedes,Actros 1846,2012,Dartqı,Göy,12 L/480 a.g./Dizel,956 328 km,Avtomat,Arxa,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,,
175,Sumqayıt,5 300 AZN,LADA (VAZ),2115,2003,Sedan,Gümüşü,1.6 L/80 a.g./Benzin,27 500 km,Mexaniki,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,0,
176,Bakı,54 500 USD,Mercedes,E 300,2018,Sedan,Qara,2.0 L/245 a.g./Benzin,53 000 km,Avtomat,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,1,
177,Bakı,33 000 AZN,BMW,528,2012,Sedan,Boz,2.0 L/245 a.g./Benzin,245 000 km,Avtomat,Arxa,Xeyr,4,"Vuruğu yoxdur, rənglənməyib",Amerika,,
178,Bakı,54 500 USD,Land Rover,Range Rover,2013,Offroader / SUV,Qara,5.0 L/510 a.g./Benzin,142 000 km,Avtomat,Tam,Xeyr,4,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,1,
179,Bakı,45 900 USD,Mercedes,E 220,2017,Sedan,Ağ,2.0 L/194 a.g./Dizel,115 500 km,Avtomat,Arxa,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Avropa,1,
180,Bakı,80 000 AZN,Peugeot,Traveller,2022,Minivan,Yaş Asfalt,2.0 L/180 a.g./Dizel,0 km,Avtomat,Ön,Bəli,7,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
181,Bakı,178 555 USD,Lexus,LX 600,2023,Offroader / SUV,Qara,3.5 L/415 a.g./Benzin,0 km,Avtomat,Tam,Bəli,,"Vuruğu yoxdur, rənglənməyib",,,
182,Bakı,21 500 AZN,Chevrolet,Cobalt,2022,Sedan,Qara,1.5 L/106 a.g./Benzin,0 km,Mexaniki,Ön,Bəli,,"Vuruğu yoxdur, rənglənməyib",,,
183,Bakı,37 500 USD,Renault,Koleos,2022,Offroader / SUV,Boz,2.5 L/171 a.g./Benzin,0 km,Avtomat,Tam,Bəli,5,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
184,Bakı,27 500 AZN,Kia,Sportage,2014,Offroader / SUV,Ağ,2.4 L/176 a.g./Benzin,215 000 km,Avtomat,Tam,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2,
185,Bakı,24 800 USD,Mercedes,E 220,2013,Sedan,Ağ,2.2 L/170 a.g./Dizel,237 000 km,Avtomat,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Digər,2,
186,Bakı,50 000 USD,Hyundai,Equus,2007,Sedan,Qara,4.5 L/270 a.g./Benzin,38 000 km,Avtomat,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Avropa,1,
187,Bakı,38 900 USD,Volkswagen,ID.6,2022,Offroader / SUV,Göy,0.0 L/204 a.g./Elektro,0 km,Avtomat,Tam,Bəli,7,"Vuruğu yoxdur, rənglənməyib",,,
188,Bakı,20 750 AZN,Hyundai,Elantra,2014,Sedan,Ağ,1.8 L/150 a.g./Benzin,128 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,1,
189,Bakı,20 500 USD,Volkswagen,Touareg,2012,Offroader / SUV,Qara,3.6 L/280 a.g./Benzin,208 000 km,Avtomat,Tam,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Avropa,1,
190,Sumqayıt,8 800 AZN,Opel,Astra,1999,Universal,Gümüşü,1.8 L/125 a.g./Benzin,400 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Avropa,2,
191,Bakı,13 299 AZN,Nissan,Sunny,2012,Sedan,Ağ,1.5 L/99 a.g./Benzin,197 000 km,Mexaniki,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,2,
192,Bakı,28 000 USD,Kia,Stinger,2019,Liftbek,Ağ,2.0 L/247 a.g./Benzin,85 000 km,Avtomat,Arxa,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Amerika,,
193,Bakı,9 500 AZN,Mercedes,E 250,1995,Sedan,Yaş Asfalt,2.5 L/113 a.g./Dizel,385 000 km,Avtomat,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Avropa,1,
194,Gəncə,21 500 AZN,Mercedes,ML 350,2005,Offroader / SUV,Qara,3.5 L/272 a.g./Benzin,285 000 km,Avtomat,Tam,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,3,
195,Bakı,11 500 AZN,Kia,Rio,2005,Hetçbek,Göy,1.4 L/97 a.g./Benzin,147 000 km,Mexaniki,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Avropa,2,
196,Bakı,118 500 USD,Mercedes,GLE 450,2022,Offroader / SUV,Boz,3.0 L/367 a.g./Benzin,0 km,Avtomat,Tam,Bəli,5,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,0,
197,Bakı,2 250 AZN,LADA (VAZ),2106,1983,Sedan,Sarı,1.3 L/64 a.g./Benzin,100 000 km,Mexaniki,Arxa,Xeyr,5,"Vuruğu var, rənglənib",,,
198,Ağcabədi,14 950 AZN,Hyundai,Tucson,2007,Offroader / SUV,Ağ,2.0 L/141 a.g./Benzin,244 137 km,Avtomat,Tam,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,2,
199,Lənkəran,3 300 AZN,GAZ,3110,2004,Sedan,Gümüşü,2.0 L/136 a.g./Benzin,230 000 km,Mexaniki,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Digər,2,
200,Bakı,42 500 AZN,DAF,XF 460 FT,2008,Dartqı,Qırmızı,12 L/460 a.g./Dizel,112 000 km,Mexaniki,Arxa,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,,
201,Bakı,19 500 AZN,Mercedes,ML 270,2003,Offroader / SUV,Gümüşü,2.7 L/163 a.g./Dizel,262 000 km,Avtomat,Tam,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,,
202,Bakı,161 000 EUR,BMW,740,2023,Sedan,Qara,3.0 L/381 a.g./Benzin,0 km,Avtomat,Arxa,Bəli,5,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,1,
203,Bakı,9 200 AZN,Ford,Focus,2006,Hetçbek,Mavi,1.6 L/101 a.g./Benzin,230 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Amerika,1,
204,Gəncə,32 000 AZN,KamAz,53212,1992,Yük maşını,Yaş Asfalt,11 L/191 a.g./Dizel,350 584 km,Mexaniki,Arxa,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,,
205,Bakı,17 600 AZN,Volkswagen,Touareg,2008,Offroader / SUV,Ağ,3.6 L/280 a.g./Benzin,199 200 km,Avtomat,Tam,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Avropa,2,
206,Bakı,29 999 USD,Mercedes,S 350,2012,Sedan,Qara,3.0 L/258 a.g./Dizel,275 000 km,Avtomat,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Avropa,,
207,Bakı,13 700 AZN,Chevrolet,Cruze,2012,Sedan,Qara,1.4 L/141 a.g./Benzin,190 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Amerika,2,
208,Bakı,27 000 USD,Jaguar,XE,2017,Sedan,Qara,2.0 L/300 a.g./Benzin,60 000 km,Avtomat,Arxa,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,,
209,Bakı,19 000 AZN,Toyota,Prius,2009,Liftbek,Qara,1.8 L/99 a.g./Hibrid,191 000 km,Variator,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Amerika,,
210,Bakı,70 500 USD,BMW,X5,2020,Offroader / SUV,Qara,3.0 L/340 a.g./Benzin,28 000 km,Avtomat,Arxa,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,,
211,Bakı,24 500 AZN,BMW,X5,2006,Offroader / SUV,Qara,4.8 L/360 a.g./Benzin,269 142 km,Avtomat,Tam,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,2,
212,Bakı,9 800 AZN,Opel,Astra,2002,Hetçbek,Gümüşü,1.6 L/101 a.g./Benzin,278 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Avropa,2,
214,Bakı,17 900 AZN,Volkswagen,Jetta,2016,Sedan,Ağ,1.4 L/150 a.g./Benzin,128 748 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Amerika,3,
215,Bakı,4 500 AZN,LADA (VAZ),2106,1994,Sedan,Gümüşü,1.6 L/75 a.g./Benzin,457 848 km,Mexaniki,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənib",Rusiya,2,
216,Bakı,46 500 AZN,Haima,8S,2022,Offroader / SUV,Boz,1.6 L/195 a.g./Benzin,0 km,Avtomat,Ön,Bəli,5,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
217,Bakı,41 500 AZN,Kia,Carnival,2014,Minivan,Qara,2.2 L/197 a.g./Dizel,186 000 km,Avtomat,Ön,Xeyr,8+,"Vuruğu yoxdur, rənglənməyib",Koreya,1,
218,Bakı,32 800 AZN,Hyundai,Grandeur,2014,Sedan,Ağ,2.2 L/202 a.g./Dizel,192 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənib",Koreya,1,
219,Bakı,45 000 AZN,Fiat,Doblo,2022,Furqon,Ağ,1.4 L/120 a.g./Benzin,0 km,Mexaniki,Ön,Bəli,,,,,
220,Gəncə,21 500 AZN,Mercedes,E 280,2007,Sedan,Qara,2.8 L/231 a.g./Dizel,296 000 km,Avtomat,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənib",Avropa,2,
221,Bakı,6 500 AZN,Volkswagen,Passat,2002,Sedan,Boz,1.8 L/180 a.g./Benzin,290 085 km,Avtomat,Ön,Xeyr,,"Vuruğu yoxdur, rənglənib",,2,
222,Bakı,23 000 AZN,Ford,Transit,2006,Furqon,Ağ,2.4 L/120 a.g./Dizel,361 000 km,Mexaniki,Arxa,Xeyr,3,"Vuruğu yoxdur, rənglənməyib",Avropa,1,
223,Bakı,36 000 AZN,Hyundai,Santa Fe,2015,Offroader / SUV,Yaş Asfalt,2.0 L/184 a.g./Dizel,170 000 km,Avtomat,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,1,
224,Bakı,20 300 USD,Toyota,Camry,2011,Sedan,Ağ,2.5 L/181 a.g./Benzin,178 500 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Avropa,2,
225,Bakı,34 000 AZN,Mercedes,S 350,2009,Sedan,Qara,3.5 L/272 a.g./Benzin,200 010 km,Avtomat,Arxa,Xeyr,,"Vuruğu yoxdur, rənglənib",Avropa,2,
226,Bakı,31 800 USD,BMW,535,2015,Sedan,Göy,3.0 L/306 a.g./Benzin,137 000 km,Avtomat,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,1,
227,Bakı,18 700 USD,BMW,X1,2014,Offroader / SUV,Ağ,2.0 L/245 a.g./Benzin,102 000 km,Avtomat,Arxa,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Amerika,,
228,Bakı,24 800 AZN,Hyundai,Santa Fe,2009,Offroader / SUV,Boz,2.0 L/184 a.g./Dizel,159 500 km,Avtomat,Ön,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",Koreya,1,
229,Bakı,16 900 AZN,Toyota,Prius,2007,Liftbek,Gümüşü,1.5 L/76 a.g./Hibrid,169 327 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Amerika,1,
230,Bakı,149 500 USD,Lexus,LX 500d,2022,Offroader / SUV,Ağ,3.3 L/300 a.g./Dizel,0 km,Avtomat,Tam,Bəli,5,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
231,Bakı,6 000 AZN,LADA (VAZ),2104,2003,Universal,Yaşıl,1.6 L/75 a.g./Benzin,84 000 km,Mexaniki,Arxa,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,,
232,Bakı,15 500 AZN,Mercedes,B 180,2011,Hetçbek,Ağ,1.6 L/122 a.g./Benzin,68 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Yaponiya,,
233,Bakı,10 500 AZN,Chevrolet,Lacetti,2006,Sedan,Gümüşü,1.6 L/109 a.g./Benzin,300 000 km,Avtomat,Ön,Xeyr,4,"Vuruğu yoxdur, rənglənməyib",Avropa,2,
234,Bakı,17 600 USD,Buick,LaCrosse,2010,Sedan,Ağ,3.6 L/303 a.g./Benzin,257 495 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,2,
235,Bakı,28 350 USD,Toyota,C-HR,2022,Offroader / SUV,Boz,2.0 L/148 a.g./Benzin,19 000 km,Avtomat,Ön,Xeyr,4,"Vuruğu yoxdur, rənglənməyib",Avropa,1,
236,Bakı,14 000 AZN,Nissan,Note,2012,Hetçbek,Ağ,1.2 L/98 a.g./Benzin,50 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,,
237,Lənkəran,29 300 AZN,Kia,Optima,2016,Sedan,Ağ,2.0 L/245 a.g./Benzin,108 000 km,Avtomat,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,1,
238,Bakı,11 400 AZN,Kia,Ceed,2007,Hetçbek,Gümüşü,1.6 L/115 a.g./Dizel,223 000 km,Mexaniki,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",Avropa,3,
239,Bakı,8 300 AZN,Mercedes,E 220,1995,Sedan,Boz,2.2 L/150 a.g./Benzin,383 200 km,Avtomat,Arxa,Xeyr,4,"Vuruğu yoxdur, rənglənib",Avropa,3,
240,Bakı,17 800 AZN,Toyota,Avensis,2008,Universal,Qara,2.0 L/147 a.g./Dizel,202 000 km,Mexaniki,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",,,
241,Bakı,14 300 AZN,Kia,Ceed,2008,Universal,Yaş Asfalt,1.4 L/109 a.g./Benzin,210 000 km,Mexaniki,Ön,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Koreya,1,
242,Sumqayıt,7 800 AZN,Mercedes,C 280,1997,Sedan,Göy,2.8 L/197 a.g./Benzin,342 154 km,Avtomat,Arxa,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,,
243,Bakı,37 000 USD,Porsche,Panamera Turbo S,2011,Liftbek,Ağ,4.8 L/550 a.g./Benzin,48 000 km,Avtomat,Arxa,Xeyr,4,"Vuruğu yoxdur, rənglənməyib",Avropa,1,
244,Lənkəran,21 000 AZN,Mini,Paceman,2013,Hetçbek,Ağ,2.0 L/143 a.g./Dizel,108 000 km,Avtomat,Ön,Xeyr,4,"Vuruğu yoxdur, rənglənməyib",Koreya,1,
245,Bakı,13 500 AZN,Opel,Astra,2009,Hetçbek,Qara,1.4 L/90 a.g./Benzin,153 000 km,Mexaniki,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,,
246,Bakı,16 000 AZN,Toyota,Corolla,2006,Universal,Tünd qırmızı,1.4 L/90 a.g./Dizel,216 000 km,Mexaniki,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,,
247,Bakı,7 500 AZN,BMW,528,1996,Sedan,Göy,2.8 L/192 a.g./Benzin,514 000 km,Avtomat,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Digər,,
248,Naxçıvan,28 000 AZN,Kia,Sorento,2011,Offroader / SUV,Ağ,2.4 L/175 a.g./Benzin,185 555 km,Avtomat,Tam,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Avropa,2,
249,Lənkəran,22 300 USD,BMW,528,2015,Sedan,Göy,2.0 L/245 a.g./Benzin,141 500 km,Avtomat,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Koreya,1,
250,Bakı,16 000 AZN,Kia,Ceed,2009,Universal,Yaş Asfalt,1.4 L/109 a.g./Benzin,180 000 km,Mexaniki,Ön,Xeyr,,"Vuruğu yoxdur, rənglənməyib",,,
251,Bakı,5 000 AZN,BMW,318,1991,Sedan,Göy,1.8 L/140 a.g./Benzin,258 000 km,Avtomat,Arxa,Xeyr,4,"Vuruğu yoxdur, rənglənməyib",Amerika,2,
252,Bakı,118 500 USD,Cadillac,Escalade,2018,Offroader / SUV,Qara,6.2 L/426 a.g./Benzin,15 000 km,Avtomat,Tam,Xeyr,7,"Vuruğu yoxdur, rənglənməyib",,,
253,Bakı,21 700 AZN,LADA (VAZ),Granta,2022,Sedan,Qırmızı,1.6 L/90 a.g./Benzin,0 km,Mexaniki,Ön,Bəli,5,"Vuruğu yoxdur, rənglənməyib",,,
254,Bakı,59 900 AZN,Hyundai,Tucson,2023,Offroader / SUV,Göy,2.0 L/150 a.g./Benzin,0 km,Avtomat,Tam,Bəli,5,"Vuruğu yoxdur, rənglənməyib",Rəsmi diler,,
255,Bakı,80 000 AZN,Fiat,Ducato,2018,Mikroavtobus,Ağ,2.3 L/130 a.g./Dizel,0 km,Mexaniki,Ön,Bəli,8+,"Vuruğu yoxdur, rənglənməyib",,,
256,Bakı,24 000 USD,BMW,528,2015,Sedan,Ağ,2.0 L/245 a.g./Benzin,127 000 km,Avtomat,Arxa,Xeyr,5,"Vuruğu yoxdur, rənglənməyib",Amerika,2,
